"id","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Label"
601562,4,4,4,3,"Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",30,4,10,"The food here is expensive. This is where the rich people gather.","Dubai"
308262,5,5,5,4,"Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>5,Economic=>3",20,10,10,"Iâ€™m in a Dubai state of mind","Dubai"
311267,3,2,4,3,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>4,Cuisine=>2,Economic=>5",18,5,4,"A city full of oil","Dubai"
313448,5,4,4,1,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20,2,3,"Modern and inclusive lifestyle.","Dubai"
517764,5,5,5,4,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,2,3,"Habibi come to Dubai","Dubai"
520989,4,2,3,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,4,3,"A beautiful City Skyline","Dubai"
318437,4,3,5,2,"Friends,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,4,20,"work smart not hard","Dubai"
519760,4,5,5,4,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>5",20,7,10,"The sky is the limit","Dubai"
524485,4,3,5,4,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>6",25,3,5,"tourist center","Dubai"
413331,4,2,3,2,"Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30,2,1,"Dubai is designed to build a tourism industry in case the oil dries up.","Dubai"
313562,4,5,5,3,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>4",25,6,6,"the only place where sku is not the limit","Dubai"
409863,4,2,2,3,"Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",25,3,3,"""futuristic""","Dubai"
398273,3,2,4,1,"Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",25,2,3,"No specific quote that comes to mind, possibly because I was born in Dubai and lived there my entire life.","Dubai"
291561,3,3,5,1,"Partner","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,5,7,"The rich get richer the poor get poorer.","Dubai"
523354,4,4,5,3,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",30,4,4,"""yalla""","Dubai"
523037,4,1,5,1,"Friends","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",20,3,10,"money is power","Dubai"
386388,5,4,4,2,"Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",22,7,5,"""The city of tomorrow""","Dubai"
543739,1,1,1,1,"Friends","Skyscrapers=>6,Sport=>5,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>2",35,1,3,".","Dubai"
523710,5,4,5,2,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",10,8,30,"""Money can't buy happiness.""","Dubai"
315799,4,2,5,2,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",25,2,6,"The sky is the limit.","Dubai"
85523,4,4,5,4,"Partner","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20,10,10,"None","Dubai"
312266,5,4,5,2,"Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>5",19,3,3,"""We will never settle for anything less than first place""","Dubai"
616470,4,3,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>2,Economic=>5",30,4,5,"something about the dessert or maybe riches","Dubai"
499357,4,3,4,2,"Partner,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20,5,5,"City of stars, are you shining just for me?","Dubai"
317706,5,3,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20,3,3,"money canâ€™t buy happiness","Dubai"
630892,4,5,3,2,"Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",25,6,10,"This license plate is really expensive","Dubai"
519627,4,4,3,4,"Partner","Skyscrapers=>3,Sport=>2,Art and Music=>5,Carnival=>1,Cuisine=>4,Economic=>6",4,4,5,"The great seen of Burj Khalifa deserves to take a look.","Dubai"
631625,4,2,4,2,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>5,Economic=>4",17,5,6,"Oil money!","Dubai"
413882,5,4,4,3,"Friends","Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>6",40,2,5,"""Dubai: Where modern marvels meet desert serenity.""","Dubai"
409126,5,5,5,3,"Partner","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>5",32,5,3,"Living the dream.","Dubai"
525023,5,5,1,1,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20,4,5,"The city beyond the clouds.","Dubai"
412560,4,4,3,2,"Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>6",25,2,3,"Nothing is impossible.","Dubai"
494871,4,4,3,3,"Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,3,10,"Overly extravagant.","Dubai"
618249,4,4,4,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",15,4,5,"ModernityÂ ","Dubai"
406181,4,2,5,4,"Siblings","Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>6,Economic=>4",35,4,1,"Beyond the clouds, the world's tallest tower inspires guests to dream bigger and reach higher.","Dubai"
523647,5,4,4,3,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>5,Economic=>4",25,5,10,"Futuristic","Dubai"
494020,5,3,5,2,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>4",37,3,4,"Inspire innovation","Dubai"
524843,4,3,4,3,"Friends,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>5,Cuisine=>2,Economic=>3",23,3,6,"idk","Dubai"
630239,4,2,4,3,"Partner","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",35,5,4,"""Grand and sandy""","Dubai"
316940,5,3,5,3,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",15,4,6,"The burj khalifa is tall","Dubai"
520249,2,1,3,2,"Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",15,7,3,"Never rains in Dubai","Dubai"
317284,3,5,4,2,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",22,3,1,"Heart of the desert. It's not just a city, it's a vision of the future","Dubai"
317318,4,2,4,1,"Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",28,1,1,"â€œYou are like whitewashed tombsâ€","Dubai"
504452,5,5,4,5,"Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",15,10,2,"Summer nights, Dubai skies","Dubai"
497212,4,4,1,1,"Friends","Skyscrapers=>1,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>6",20,3,2,"â€œWhy can't the world let me be the n+1th rich people?â€","Dubai"
523486,4,4,4,4,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>2",23,3,2,"what happens in vegas, stays in vegas.","Dubai"
522285,3,4,4,2,"Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20,2,4,"The tallest building in the world.","Dubai"
524489,4,3,4,5,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>5,Carnival=>3,Cuisine=>4,Economic=>2",25,6,8,"fancy

rich

traffic","Dubai"
104963,4,4,2,1,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>5,Art and Music=>1,Carnival=>3,Cuisine=>2,Economic=>4",30,2,5,"Exploit as much as possible","Dubai"
389474,5,5,5,4,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>1,Art and Music=>4,Carnival=>3,Cuisine=>2,Economic=>6",20,8,8,"The city that never sleeps","Dubai"
518941,3,2,4,3,"Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",15,2,3,"City of Gold","Dubai"
315551,5,4,5,4,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",25,10,3,"Habibi, come to blank","Dubai"
297125,4,3,5,1,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",22,5,5,"Tax haven.","Dubai"
528142,4,3,4,3,"Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>6",20,3,5,"Where full of fossil fuel","Dubai"
524659,4,4,5,2,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",30,2,3,"""Habibi, come to Dubai.""","Dubai"
523461,5,3,4,3,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>6",25,4,3,"Beyond the clouds, the worldâ€™s tallest tower inspires guests to dream bigger and reach higher","Dubai"
520317,4,5,4,2,"Partner,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",32,3,2,"A very windy tennis court","Dubai"
518612,4,3,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",5,2,10,"Dubai will never settle for anything less than first place","Dubai"
498917,5,4,5,4,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",30,2,3,"Futuristic","Dubai"
315892,4,3,3,2,"Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",19,7,12,"Parody of the 21st century.","Dubai"
499520,3,5,5,4,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",36,4,5,"""It's Las Vegas in the Middle East.""","Dubai"
511882,5,5,5,5,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>3,Cuisine=>1,Economic=>5",20,3,5,"Innovation","Dubai"
407792,3,3,4,2,"Friends,Siblings","Skyscrapers=>5,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>2,Economic=>6",10,4,4,"quotes dont come to mind, my mind is simple","Dubai"
410946,5,4,4,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>5,Economic=>3",27,5,3,"""Money can't buy happiness? Come to Dubai""","Dubai"
520220,5,3,5,2,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",20,3,5,"Money brings life to the desert.","Dubai"
5978,4,3,2,1,"Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>2,Economic=>5",22,3,3,"Hypermodernized with a worrying underbelly.","Dubai"
498320,5,5,4,3,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,4,20,"Habibi come to Dubai!","Dubai"
410380,4,1,5,1,"Partner,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",27,2,4,"The race for excellence has no finish line","Dubai"
505387,4,3,4,3,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",20,3,3,"â€œDubai teaches us that vision and ambition can change the destiny of a desert.â€","Dubai"
495082,4,3,4,3,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",20,3,2,"Rich!","Dubai"
413773,4,5,4,4,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",22,6,5,"Money money money","Dubai"
316478,5,2,3,4,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>5,Cuisine=>4,Economic=>3",20,2,4,"""Rich people""","Dubai"
497304,4,4,3,2,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>6",20,3,1,"Habibi come to Dubai.","Dubai"
385647,3,3,4,3,"Friends","Skyscrapers=>4,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>6",30,3,1,"Rich","Dubai"
396386,4,5,3,5,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30,5,5,"Enjoy the extreme!!","Dubai"
518472,3,2,2,1,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>5",0,3,3,"Strength lies in diversity, and community","Dubai"
411711,3,3,5,2,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",25,4,24,"""The bigger they are, the harder they fall""","Dubai"
499672,4,4,3,2,"Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>5",18,2,2,"early bird gets the worm","Dubai"
317214,5,5,5,3,"Friends","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>5,Economic=>3",10,20,4,"Cool","Dubai"
520058,5,5,5,4,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>2,Economic=>4",20,4,90,"Reach for infinity","Dubai"
517660,5,2,4,3,"Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>3,Cuisine=>2,Economic=>5",30,4,3,"Put yourself in situations where you are not comfortable","Dubai"
520335,4,5,5,5,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>3,Cuisine=>1,Economic=>5",25,9,10,"""Lavish and luxury""","Dubai"
521952,4,2,5,3,"Friends","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>6",26,5,7,"The richest city","Dubai"
420339,4,2,4,1,"Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",20,1,2,"Burj Khalifa","Dubai"
526402,5,4,5,2,"Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>4",19,3,3,"A city built from nothing.","Dubai"
522139,4,5,4,2,"Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",27,7,5,"burj khalifa","Dubai"
519900,4,1,5,3,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>1,Economic=>5",35,10,20,"the sky is not the limit","Dubai"
522762,4,4,5,2,"Partner,Friends","Skyscrapers=>2,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>1",30,10,15,"Dubai will never settle for any less than first place","Dubai"
516756,5,2,5,2,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>4,Carnival=>3,Cuisine=>2,Economic=>6",25,2,2,"""World's tallest building""","Dubai"
495729,4,3,4,4,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",26,5,7,"Go confidently in the direction of your dreams! Live the life you've imagined. -Henry David Thoreau","Dubai"
411992,4,4,5,1,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",23,6,2,"Luxury","Dubai"
386729,4,2,4,2,"Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>5,Economic=>4",20,2,4,"The future is now","Dubai"
525379,4,4,5,4,"Partner,Friends,Siblings","Skyscrapers=>4,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>5,Economic=>6",25,4,10,"The City of Gold.","Dubai"
292993,4,4,4,3,"Friends","Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>6",20,3,2,"Rich","Dubai"
519568,5,4,5,3,"Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",25,5,5,"Tall buildings, rich area, peaceful, warm climate, sunny","Dubai"
522936,3,4,5,3,"Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>2,Carnival=>5,Cuisine=>4,Economic=>3",21,4,3,"Strength lies in differences, not similarities.","Dubai"
203068,5,2,4,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",30,3,4,"Habibi, come to Dubai.","Dubai"
292449,3,5,5,1,"Friends,Co-worker","Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>6",28,3,2,"""Thrives thanks to the copious amounts of money acquired from oil"".","Dubai"
409168,4,1,4,2,"Partner,Friends,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>6",29,3,1,"""Elderado, the lost city of gold""","Dubai"
393297,5,4,5,4,"Friends","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>5",15,10,15,"rich people.Â ","Dubai"
411773,5,5,5,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",20,5,10,"The Burj Khalifa is huge.","Dubai"
317895,5,4,4,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20,4,5,"The city of the future","Dubai"
616834,4,5,2,3,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>3,Cuisine=>1,Economic=>5",30,6,15,"City of Opulence","Dubai"
212706,5,3,3,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",27,1,2,"Wealth and prosperityÂ ","Dubai"
521114,3,4,4,2,"Friends","Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>6",40,5,10,"""City of oil princes and wannabe influencers""","Dubai"
491182,3,1,2,1,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,4,2,"Where there is money, there is a way.","Dubai"
525290,5,3,4,4,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",22,3,3,"The rich get richer","Dubai"
727099,3,3,5,2,"Co-worker","Skyscrapers=>6,Sport=>5,Art and Music=>1,Carnival=>3,Cuisine=>2,Economic=>4",20,4,2,"""Fly Better""","Dubai"
508377,5,4,5,5,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",22,5,10,"â€œWhat I like about cities is that everything is king size, the beauty and the ugliness.â€

â€“ Joseph Brodsky","Dubai"
501513,5,5,5,5,"Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",20,3,20,"Nothing is imposssible.","Dubai"
630218,5,5,5,5,"Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",22,4,20,"We in the U.A.E. have no such word as 'impossible'; it does not exist in our lexicon. Such a word is used by the lazy and the weak, who fear challenges and progress.","Dubai"
518809,4,4,3,3,"Partner","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",12,10,10,"richness, very rich, oil, gas, poor workers that work there","Dubai"
317266,5,3,4,4,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",18,3,4,"City of the future","Dubai"
526039,4,2,4,5,"Friends,Siblings","Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>6",20,2,3,"Luxury.","Dubai"
520302,5,3,4,2,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>5,Carnival=>1,Cuisine=>3,Economic=>4",25,7,5,"People say I'm extravagant because I want to be surrounded by beauty. But tell me, who wants to be surrounded by garbage?","Dubai"
522961,4,4,2,2,"Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",24,2,4,"""Little slice of heaven""","Dubai"
503173,4,5,5,3,"Friends","Skyscrapers=>5,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>6,Economic=>3",10,2,7,"The city of wealth.","Dubai"
523648,5,4,5,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",10,2,100,"""Oil""","Dubai"
520118,5,4,5,2,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>2,Economic=>5",30,5,10,"ultramodern architecture and a lively nightlife scene","Dubai"
524890,5,3,4,2,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",24,4,2,"Habibi, come to Dubai!","Dubai"
314319,3,4,4,1,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",23,3,3,"""What happens in Vegas stays in Vegas"" but the Arab version","Dubai"
