id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Label,Q6_Skyscrapers,Q6_Sport,Q6_Art and Music,Q6_Carnival,Q6_Cuisine,Q6_Economic
520989,4.0,2.0,3.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20.0,4.0,3.0,A beautiful City Skyline,Dubai,6,1,3,2,4,5
318437,4.0,3.0,5.0,2.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20.0,4.0,20.0,work smart not hard,Dubai,6,1,3,2,4,5
634513,5.0,5.0,4.0,1.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>6",22.0,6.0,3.0,"â€œDon't Gain The World & Lose Your Soul, Wisdom Is Better Than Silver Or Gold.â€
â€•Â Bob Marley",Dubai,6,2,3,2,6,6
492858,5.0,4.0,4.0,5.0,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>5",20.0,3.0,0.0,"""There is no such thing as impossible""",Dubai,6,1,3,2,6,5
519760,4.0,5.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>5",20.0,7.0,10.0,The sky is the limit,Dubai,6,1,3,4,2,5
602496,4.0,4.0,5.0,1.0,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>1,Cuisine=>2,Economic=>4",10.0,3.0,2.0,Skyscrapers,Dubai,6,3,1,1,2,4
209691,5.0,5.0,3.0,5.0,Partner,"Skyscrapers=>6,Sport=>5,Art and Music=>3,Carnival=>5,Cuisine=>4,Economic=>6",20.0,5.0,20.0,Rich,Dubai,6,5,3,5,4,6
524485,4.0,3.0,5.0,4.0,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>6",25.0,3.0,5.0,tourist center,Dubai,5,2,1,4,3,6
413331,4.0,2.0,3.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30.0,2.0,1.0,Dubai is designed to build a tourism industry in case the oil dries up.,Dubai,6,3,2,1,4,5
313562,4.0,5.0,5.0,3.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>4",25.0,6.0,6.0,the only place where sku is not the limit,Dubai,6,1,2,3,5,4
409863,4.0,2.0,2.0,3.0,Co-worker,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",25.0,3.0,3.0,"""futuristic""",Dubai,6,1,2,3,4,5
398273,3.0,2.0,4.0,1.0,Siblings,"Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",25.0,2.0,3.0,"No specific quote that comes to mind, possibly because I was born in Dubai and lived there my entire life.",Dubai,6,4,3,1,2,5
291561,3.0,3.0,5.0,1.0,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20.0,5.0,7.0,The rich get richer the poor get poorer.,Dubai,1,5,4,6,3,2
526497,4.0,3.0,5.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>4,Economic=>5",10.0,3.0,5.0,Come to Dubai,Dubai,6,3,4,2,4,5
523109,4.0,4.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>4,Cuisine=>4,Economic=>5",22.0,3.0,4.0,Welcome,Dubai,6,3,3,4,4,5
417866,4.0,2.0,5.0,1.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>4,Carnival=>1,Cuisine=>6,Economic=>6",20.0,9.5,10.0,"In Dubai, we donâ€™t wait for things to happen, we make them happen.",Dubai,6,4,4,1,6,6
523628,5.0,4.0,4.0,4.0,Friends,"Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>3,Cuisine=>6,Economic=>6",27.0,4.0,4.0,"""Habibi come to Dubai""",Dubai,6,4,3,3,6,6
400581,5.0,5.0,2.0,2.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>2,Cuisine=>3,Economic=>1",22.0,3.0,9.0,An Oasis of life,Dubai,6,2,2,2,3,1
524818,4.0,4.0,4.0,1.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>5,Cuisine=>3,Economic=>6",8.0,3.0,4.0,"""Money can't buy everything""",Dubai,6,3,2,5,3,6
526575,4.0,4.0,4.0,2.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>1,Cuisine=>5,Economic=>6",12.0,8.0,3.0,"Skyscrapers, oil companies, desert, people wearing white clothing",Dubai,6,3,3,1,5,6
526091,5.0,3.0,5.0,2.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",25.0,3.0,5.0,"Habibi
Yallah",Dubai,6,2,3,1,4,6
211158,4.0,2.0,4.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>2,Cuisine=>3,Economic=>6",15.0,3.0,3.0,There's no money like oil money.Â ,Dubai,6,4,2,2,3,6
313186,4.0,5.0,2.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>4,Cuisine=>4,Economic=>5",25.0,7.0,8.0,è¿™æ˜¯æ²™æ¼ ä¸­ä¸€åº§éžå¸¸å¯Œè£•ã€çŽ°ä»£åŒ–çš„åŸŽå¸‚ã€‚,Dubai,6,3,4,4,4,5
523354,4.0,4.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",30.0,4.0,4.0,"""yalla""",Dubai,6,2,3,4,1,5
523037,4.0,1.0,5.0,1.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",20.0,3.0,10.0,money is power,Dubai,6,2,4,1,3,5
386388,5.0,4.0,4.0,2.0,Siblings,"Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",22.0,7.0,5.0,"""The city of tomorrow""",Dubai,6,3,1,2,4,5
543739,2.5,1.0,1.0,1.0,Friends,"Skyscrapers=>6,Sport=>5,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>2",35.0,1.0,3.0,.,Dubai,6,5,1,4,3,2
523824,4.0,1.0,5.0,1.0,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>2,Economic=>6",28.0,3.0,4.0,"""Dubai is soulless""",Dubai,6,4,3,2,2,6
523710,5.0,4.0,5.0,2.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",10.0,8.0,20.5,"""Money can't buy happiness.""",Dubai,6,3,1,2,4,5
313386,4.0,2.0,4.0,3.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>2,Cuisine=>3,Economic=>6",19.0,2.0,2.0,Unknown,Dubai,6,2,2,2,3,6
522150,4.0,3.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>4,Carnival=>3,Cuisine=>4,Economic=>4",10.0,3.0,10.0,"""Life is suite""",Dubai,6,4,4,3,4,4
315799,4.0,2.0,5.0,2.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",25.0,2.0,6.0,The sky is the limit.,Dubai,6,1,3,2,4,5
392971,5.0,4.0,5.0,4.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>5",25.0,5.0,5.0,"""city of the future""",Dubai,6,2,3,2,5,5
85523,4.0,4.0,5.0,4.0,Partner,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20.0,9.5,10.0,Unknown,Dubai,6,1,2,3,4,5
312266,5.0,4.0,5.0,2.0,"Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>5",19.0,3.0,3.0,"""We will never settle for anything less than first place""",Dubai,6,2,1,4,3,5
616470,4.0,3.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>2,Economic=>5",30.0,4.0,5.0,something about the dessert or maybe riches,Dubai,6,3,4,1,2,5
499357,4.0,3.0,4.0,2.0,"Partner,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20.0,5.0,5.0,"City of stars, are you shining just for me?",Dubai,6,4,3,1,2,5
317706,5.0,3.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20.0,3.0,3.0,money canâ€™t buy happiness,Dubai,6,1,2,3,4,5
630892,4.0,5.0,3.0,2.0,Siblings,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",25.0,6.0,10.0,This license plate is really expensive,Dubai,6,1,2,3,4,5
316001,5.0,4.0,4.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>3,Cuisine=>5,Economic=>6",25.0,5.0,8.0,"""come to dubai habibi""",Dubai,6,1,3,3,5,6
495792,5.0,5.0,3.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>1,Cuisine=>6,Economic=>6",28.0,2.0,6.0,Unknown,Dubai,6,2,1,1,6,6
519627,4.0,4.0,3.0,4.0,Partner,"Skyscrapers=>3,Sport=>2,Art and Music=>5,Carnival=>1,Cuisine=>4,Economic=>6",4.0,4.0,5.0,The great seen of Burj Khalifa deserves to take a look.,Dubai,3,2,5,1,4,6
631625,4.0,2.0,4.0,2.0,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>5,Economic=>4",17.0,5.0,6.0,Oil money!,Dubai,6,3,2,1,5,4
504443,5.0,5.0,5.0,5.0,Friends,"Skyscrapers=>6,Sport=>6,Art and Music=>3,Carnival=>3,Cuisine=>4,Economic=>4",20.0,3.0,7.0,Don't judge a book by its cover,Dubai,6,6,3,3,4,4
409187,5.0,3.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>4",30.0,2.0,5.0,"Dubai's skyline is not just a testament to architectural prowess, but a symbol of boundless vision and the relentless pursuit of innovation.",Dubai,6,1,2,3,4,4
413882,5.0,4.0,4.0,3.0,Friends,"Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>6",40.0,2.0,5.0,"""Dubai: Where modern marvels meet desert serenity.""",Dubai,5,4,3,2,1,6
409126,5.0,5.0,5.0,3.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>5",32.0,5.0,3.0,Living the dream.,Dubai,6,2,1,4,3,5
525023,5.0,5.0,1.0,1.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20.0,4.0,5.0,The city beyond the clouds.,Dubai,6,4,3,1,2,5
505211,5.0,5.0,5.0,2.0,Siblings,"Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>5,Cuisine=>5,Economic=>6",20.0,8.0,5.0,"â€œMoney can't buy happiness. Habibi, come to Dubai.â€",Dubai,6,2,2,5,5,6
412560,4.0,4.0,3.0,2.0,"Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>6",25.0,2.0,3.0,Nothing is impossible.,Dubai,5,3,2,1,4,6
522758,5.0,2.0,1.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",25.0,4.0,3.0,"""A playground for the rich.""",Dubai,6,5,2,1,3,5
494871,4.0,4.0,3.0,3.0,Co-worker,"Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20.0,3.0,10.0,Overly extravagant.,Dubai,6,1,3,2,4,5
618249,4.0,4.0,4.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",15.0,4.0,5.0,ModernityÂ ,Dubai,6,3,2,1,4,5
406181,4.0,2.0,5.0,4.0,Siblings,"Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>6,Economic=>4",35.0,4.0,1.0,"Beyond the clouds, the world's tallest tower inspires guests to dream bigger and reach higher.",Dubai,5,2,1,3,6,4
523647,5.0,4.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>5,Economic=>4",25.0,5.0,10.0,Futuristic,Dubai,6,2,3,1,5,4
494020,5.0,3.0,5.0,2.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>4",37.0,3.0,4.0,Inspire innovation,Dubai,6,1,2,3,5,4
387537,5.0,2.0,3.0,3.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>4,Economic=>6",16.0,3.0,3.0,Dubai is a dream city.,Dubai,6,3,4,2,4,6
524843,4.0,3.0,4.0,3.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>5,Cuisine=>2,Economic=>3",23.0,3.0,6.0,idk,Dubai,6,4,1,5,2,3
630239,4.0,2.0,4.0,3.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",35.0,5.0,4.0,"""Grand and sandy""",Dubai,6,2,3,1,4,5
413395,3.0,3.0,3.0,2.0,"Friends,Co-worker","Skyscrapers=>3,Sport=>3,Art and Music=>2,Carnival=>3,Cuisine=>2,Economic=>6",20.0,4.0,6.0,"Rich, Rich, Rich and Desert. Cristiano Ronaldo seems want to play soccer there.",Dubai,3,3,2,3,2,6
419249,4.0,3.0,5.0,3.0,"Friends,Co-worker","Skyscrapers=>4,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>2,Economic=>5",27.0,2.0,1.0,No quote comes to mind.,Dubai,4,4,1,2,2,5
316940,5.0,3.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",15.0,4.0,6.0,The burj khalifa is tall,Dubai,5,2,3,1,4,6
520249,2.5,1.0,3.0,2.0,Siblings,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",15.0,7.0,3.0,Never rains in Dubai,Dubai,6,1,2,3,4,5
518848,5.0,3.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>3,Economic=>6",20.0,5.0,6.0,The Flash : What are your super powers again? Batman : I'm rich,Dubai,6,1,3,2,3,6
317284,3.0,5.0,4.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",22.0,3.0,1.0,"Heart of the desert. It's not just a city, it's a vision of the future",Dubai,6,1,3,2,4,5
508839,4.0,4.0,3.0,2.0,Siblings,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>1",25.0,3.0,4.0,Palm Islands and the Burj Khalifa,Dubai,6,3,2,3,4,1
613964,5.0,3.0,4.0,2.0,"Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",25.0,9.5,10.0,The only place where the sky is not the limit.,Dubai,6,2,3,2,4,6
491503,5.0,5.0,5.0,4.0,"Partner,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>2,Cuisine=>2,Economic=>6",28.0,4.0,8.0,"""The city that exceeded expectations""",Dubai,6,3,2,2,2,6
317318,4.0,2.0,4.0,1.0,Co-worker,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",28.0,1.0,1.0,â€œYou are like whitewashed tombsâ€,Dubai,6,3,2,1,4,5
526680,5.0,3.0,4.0,2.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>3,Cuisine=>5,Economic=>6",20.0,2.0,3.0,"Dubai was founded on trade, not oil.",Dubai,6,2,3,3,5,6
524936,5.0,4.0,3.0,1.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>2,Economic=>4",30.0,9.5,5.0,City of the future,Dubai,6,3,2,1,2,4
504452,5.0,5.0,4.0,5.0,Co-worker,"Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",15.0,9.5,2.0,"Summer nights, Dubai skies",Dubai,6,1,4,2,3,5
497212,4.0,4.0,1.0,1.0,Friends,"Skyscrapers=>1,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>6",20.0,3.0,2.0,â€œWhy can't the world let me be the n+1th rich people?â€,Dubai,1,2,3,4,5,6
